perl-file-listing 6.14-2
perl-html-parser 3.76-2
perl-html-tagset 3.20-11
perl-http-cookies 6.10-2
perl-http-daemon 6.12-1
perl-http-date 6.05-4
perl-http-message 6.33-1
perl-http-negotiate 6.01-9
perl-io-html 1.004-2
perl-libwww 6.57-1
perl-lwp-mediatypes 6.02-9
perl-mailtools 2.21-5
perl-net-http 6.21-2
perl-parse-yapp 1.21-4
perl-timedate 2.33-3
perl-try-tiny 0.31-1
perl-uri 5.10-1
perl-www-robotrules 6.02-9
perl-xml-parser 2.46-3
phodav 2.5-1
pinentry 1.2.0-1
pipewire 1:0.3.40-1
pipewire-alsa 1:0.3.40-1
pipewire-jack 1:0.3.40-1
pipewire-pulse 1:0.3.40-1
pixman 0.40.0-1
pkgconf 1.8.0-1
pktd 1.3.1-1
polkit 0.120-2
poppler 21.11.0-1
poppler-glib 21.11.0-1
popt 1.18-1
portaudio 1:19.7.0-1
power-profiles-daemon 0.10.1-1
powertop 2.14-1
ppp 2.4.9-1
procps-ng 3.3.17-1
protobuf 3.17.3-1
protobuf-c 1.4.0-1
psmisc 23.4-1
publicsuffix-list 20200824.976.43f08e1-1
pulseaudio-alsa 1:1.2.5-2
python 3.9.9-1
python-appdirs 1.4.4-3
python-asgiref 3.4.1-1
python-atspi 2.38.1-1
python-beautifulsoup4 4.9.3-4
python-blinker 1.4-9
python-brotli 1.0.9-4
python-cachecontrol 1:0.12.6-1
python-cairo 1.20.1-1
python-certifi 2021.10.8-1
python-cffi 1.15.0-1
python-chardet 4.0.0-3
python-click 8.0.3-1
python-colorama 0.4.4-4
python-configobj 5.0.6.r110.g3e2f4cc-1
python-contextlib2 0.6.0.post1-3
python-cryptography 35.0.0-1
python-distlib 0.3.3-2
python-distro 1.6.0-2
python-distutils-extra 2.39-8
python-dnspython 1:2.1.0-1
python-filelock 3.4.0-1
python-flask 2.0.2-1
python-gobject 3.42.0-1
python-h11 0.12.0-1
python-h2 4.0.0-1
python-hpack 4.0.0-1
python-html5lib 1.1-9
python-httplib2 0.19.1-1
python-hyperframe 6.0.1-1
python-idna 3.3-1
python-importlib-metadata 4.8.1-1
python-itsdangerous 2.0.1-1
python-jinja 3.0.3-1
python-kaitaistruct 0.9-3
python-ldap3 2.9.1-1
python-lxml 4.6.4-1
python-markdown 3.3.6-1
python-markupsafe 2.0.1-1
python-more-itertools 8.10.0-1
python-msgpack 1.0.2-2
python-ordered-set 4.0.2-3
python-packaging 20.9-2
python-passlib 1.7.4-3
python-pep517 0.12.0-2
python-pillow 8.4.0-1
python-pip 20.3.4-2
python-pipenv 2021.11.23-1
python-platformdirs 2.0.2-2
python-ply 3.11-8
python-progress 1.6-2
python-protobuf 3.17.3-1
python-psutil 5.8.0-1
python-publicsuffix2 2.20191221-4
python-pyasn1 0.4.8-5
python-pycparser 2.21-1
python-pycurl 7.44.1-1
python-pyopenssl 21.0.0-2
python-pyparsing 2.4.7-3
python-pyperclip 1.8.2-1
python-pyxdg 0.27-2
python-requests 2.26.0-2
python-resolvelib 0.5.5-2
python-retrying 1.3.3-10
python-ruamel-yaml 0.17.17-1
python-ruamel.yaml.clib 0.2.6-1
python-setuptools 1:57.4.0-2
python-six 1.16.0-1
python-sortedcontainers 2.4.0-1
python-soupsieve 2.2.1-2
python-toml 0.10.2-3
python-tomli 1.2.2-2
python-tornado 6.1.0-3
python-urllib3 1.26.7-2
python-urwid 2.1.2-1
python-virtualenv 20.8.0-2
python-virtualenv-clone 0.5.7-1
python-webencodings 0.5.1-7
python-werkzeug 2.0.2-1
python-wsproto 1.0.0-1
python-zipp 3.6.0-1
python-zstandard 0.16.0-1
qemu 6.1.0-5
qpdf 10.4.0-1
qt5-base 5.15.2+kde+r260-1
qt5-svg 5.15.2+kde+r13-1
qt5-x11extras 5.15.2-1
raptor 2.0.15-17
rasqal 1:0.9.33-4
rav1e 0.4.1-1
re2 1:20211101-1
readline 8.1.001-1
redland 1:1.0.17-8
rest 0.8.1-3
rhash 1.4.2-1
ripgrep 13.0.0-2
rpcbind 1.2.6-1
rsync 3.2.3-4
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
rubberband 2.0.0-1
ruby 3.0.3-1
ruby-irb 1.3.6-1
